continent,location,date,population,new_vaccinations,total_new_vaccinations
Asia,Afghanistan,22/11/2022,41128772,0,74959
Asia,Afghanistan,23/11/2022,41128772,0,74959
Asia,Afghanistan,24/11/2022,41128772,0,74959
Asia,Afghanistan,25/11/2022,41128772,0,74959
Asia,Afghanistan,26/11/2022,41128772,0,74959
Asia,Afghanistan,27/11/2022,41128772,0,74959
Asia,Afghanistan,28/11/2022,41128772,0,74959
Asia,Afghanistan,29/11/2022,41128772,0,74959
Asia,Afghanistan,30/11/2022,41128772,0,74959
Asia,Afghanistan,01/12/2022,41128772,0,74959
Asia,Afghanistan,02/12/2022,41128772,0,74959
Asia,Afghanistan,03/12/2022,41128772,0,74959
Asia,Afghanistan,04/12/2022,41128772,0,74959
Asia,Afghanistan,05/12/2022,41128772,0,74959
Asia,Afghanistan,06/12/2022,41128772,0,74959
Asia,Afghanistan,07/12/2022,41128772,0,74959
Asia,Afghanistan,08/12/2022,41128772,0,74959
Asia,Afghanistan,09/12/2022,41128772,0,74959
Asia,Afghanistan,10/12/2022,41128772,0,74959
Asia,Afghanistan,11/12/2022,41128772,0,74959
Asia,Afghanistan,12/12/2022,41128772,0,74959
Asia,Afghanistan,13/12/2022,41128772,0,74959
Asia,Afghanistan,14/12/2022,41128772,0,74959
Asia,Afghanistan,15/12/2022,41128772,0,74959
Asia,Afghanistan,16/12/2022,41128772,0,74959
Asia,Afghanistan,17/12/2022,41128772,0,74959
Asia,Afghanistan,18/12/2022,41128772,0,74959
Asia,Afghanistan,19/12/2022,41128772,0,74959
Asia,Afghanistan,20/12/2022,41128772,0,74959
Asia,Afghanistan,21/12/2022,41128772,0,74959
Asia,Afghanistan,22/12/2022,41128772,0,74959
Asia,Afghanistan,23/12/2022,41128772,0,74959
Asia,Afghanistan,24/12/2022,41128772,0,74959
Asia,Afghanistan,25/12/2022,41128772,0,74959
Asia,Afghanistan,26/12/2022,41128772,0,74959
Asia,Afghanistan,27/12/2022,41128772,0,74959
Asia,Afghanistan,28/12/2022,41128772,0,74959
Asia,Afghanistan,29/12/2022,41128772,0,74959
Asia,Afghanistan,30/12/2022,41128772,0,74959
Asia,Afghanistan,31/12/2022,41128772,0,74959
Asia,Afghanistan,01/01/2023,41128772,0,74959
Asia,Afghanistan,02/01/2023,41128772,0,74959
Asia,Afghanistan,03/01/2023,41128772,0,74959
Asia,Afghanistan,04/01/2023,41128772,0,74959
Asia,Afghanistan,05/01/2023,41128772,0,74959
Asia,Afghanistan,06/01/2023,41128772,0,74959
Asia,Afghanistan,07/01/2023,41128772,0,74959
Asia,Afghanistan,08/01/2023,41128772,0,74959
Asia,Afghanistan,09/01/2023,41128772,0,74959
Asia,Afghanistan,10/01/2023,41128772,0,74959
Asia,Afghanistan,11/01/2023,41128772,0,74959
Asia,Afghanistan,12/01/2023,41128772,0,74959
Asia,Afghanistan,13/01/2023,41128772,0,74959
Asia,Afghanistan,14/01/2023,41128772,0,74959
Asia,Afghanistan,15/01/2023,41128772,0,74959
Asia,Afghanistan,16/01/2023,41128772,0,74959
Asia,Afghanistan,17/01/2023,41128772,0,74959
Asia,Afghanistan,18/01/2023,41128772,0,74959
Asia,Afghanistan,19/01/2023,41128772,0,74959
Asia,Afghanistan,20/01/2023,41128772,0,74959
Asia,Afghanistan,21/01/2023,41128772,0,74959
Asia,Afghanistan,22/01/2023,41128772,0,74959
Asia,Afghanistan,23/01/2023,41128772,0,74959
Asia,Afghanistan,24/01/2023,41128772,0,74959
Asia,Afghanistan,25/01/2023,41128772,0,74959
Asia,Afghanistan,26/01/2023,41128772,0,74959
Asia,Afghanistan,27/01/2023,41128772,0,74959
Asia,Afghanistan,28/01/2023,41128772,0,74959
Asia,Afghanistan,29/01/2023,41128772,0,74959
Asia,Afghanistan,30/01/2023,41128772,0,74959
Asia,Afghanistan,31/01/2023,41128772,0,74959
Asia,Afghanistan,01/02/2023,41128772,0,74959
Asia,Afghanistan,02/02/2023,41128772,0,74959
Asia,Afghanistan,03/02/2023,41128772,0,74959
Asia,Afghanistan,04/02/2023,41128772,0,74959
Asia,Afghanistan,05/02/2023,41128772,0,74959
Asia,Afghanistan,06/02/2023,41128772,0,74959
Asia,Afghanistan,07/02/2023,41128772,0,74959
Asia,Afghanistan,08/02/2023,41128772,0,74959
Asia,Afghanistan,09/02/2023,41128772,0,74959
Asia,Afghanistan,10/02/2023,41128772,0,74959
Asia,Afghanistan,11/02/2023,41128772,0,74959
Asia,Afghanistan,12/02/2023,41128772,0,74959
Asia,Afghanistan,13/02/2023,41128772,0,74959
Asia,Afghanistan,14/02/2023,41128772,0,74959
Asia,Afghanistan,15/02/2023,41128772,0,74959
Asia,Afghanistan,16/02/2023,41128772,0,74959
Asia,Afghanistan,17/02/2023,41128772,0,74959
Asia,Afghanistan,18/02/2023,41128772,0,74959
Asia,Afghanistan,19/02/2023,41128772,0,74959
Asia,Afghanistan,20/02/2023,41128772,0,74959
Asia,Afghanistan,21/02/2023,41128772,0,74959
Asia,Afghanistan,22/02/2023,41128772,0,74959
Asia,Afghanistan,23/02/2023,41128772,0,74959
Asia,Afghanistan,24/02/2023,41128772,0,74959
Asia,Afghanistan,25/02/2023,41128772,0,74959
Asia,Afghanistan,26/02/2023,41128772,0,74959
Asia,Afghanistan,27/02/2023,41128772,0,74959
Asia,Afghanistan,28/02/2023,41128772,0,74959
Asia,Afghanistan,01/03/2023,41128772,0,74959
Asia,Afghanistan,02/03/2023,41128772,0,74959
Asia,Afghanistan,03/03/2023,41128772,0,74959
Asia,Afghanistan,04/03/2023,41128772,0,74959
Asia,Afghanistan,05/03/2023,41128772,0,74959
Asia,Afghanistan,06/03/2023,41128772,0,74959
Asia,Afghanistan,07/03/2023,41128772,0,74959
Asia,Afghanistan,08/03/2023,41128772,0,74959
Asia,Afghanistan,09/03/2023,41128772,0,74959
Asia,Afghanistan,10/03/2023,41128772,0,74959
Asia,Afghanistan,11/03/2023,41128772,0,74959
Asia,Afghanistan,12/03/2023,41128772,0,74959
Asia,Afghanistan,13/03/2023,41128772,0,74959
Asia,Afghanistan,14/03/2023,41128772,0,74959
Asia,Afghanistan,15/03/2023,41128772,0,74959
Asia,Afghanistan,16/03/2023,41128772,0,74959
Asia,Afghanistan,17/03/2023,41128772,0,74959
Asia,Afghanistan,18/03/2023,41128772,0,74959
Asia,Afghanistan,19/03/2023,41128772,0,74959
Asia,Afghanistan,20/03/2023,41128772,0,74959
Asia,Afghanistan,21/03/2023,41128772,0,74959
Asia,Afghanistan,22/03/2023,41128772,0,74959
Asia,Afghanistan,23/03/2023,41128772,0,74959
Asia,Afghanistan,24/03/2023,41128772,0,74959
Asia,Afghanistan,25/03/2023,41128772,0,74959
Asia,Afghanistan,26/03/2023,41128772,0,74959
Asia,Afghanistan,27/03/2023,41128772,0,74959
Asia,Afghanistan,28/03/2023,41128772,0,74959
Asia,Afghanistan,29/03/2023,41128772,0,74959
Asia,Afghanistan,30/03/2023,41128772,0,74959
Asia,Afghanistan,31/03/2023,41128772,0,74959
Asia,Afghanistan,01/04/2023,41128772,0,74959
Asia,Afghanistan,02/04/2023,41128772,0,74959
Asia,Afghanistan,03/04/2023,41128772,0,74959
Asia,Afghanistan,04/04/2023,41128772,0,74959
Asia,Afghanistan,05/04/2023,41128772,0,74959
Asia,Afghanistan,06/04/2023,41128772,0,74959
Asia,Afghanistan,07/04/2023,41128772,0,74959
Asia,Afghanistan,08/04/2023,41128772,0,74959
Asia,Afghanistan,09/04/2023,41128772,0,74959
Asia,Afghanistan,10/04/2023,41128772,0,74959
Asia,Afghanistan,11/04/2023,41128772,0,74959
Asia,Afghanistan,12/04/2023,41128772,0,74959
Asia,Afghanistan,13/04/2023,41128772,0,74959
Asia,Afghanistan,14/04/2023,41128772,0,74959
Asia,Afghanistan,15/04/2023,41128772,0,74959
Asia,Afghanistan,16/04/2023,41128772,0,74959
Asia,Afghanistan,17/04/2023,41128772,0,74959
Asia,Afghanistan,18/04/2023,41128772,0,74959
Asia,Afghanistan,19/04/2023,41128772,0,74959
Asia,Afghanistan,20/04/2023,41128772,0,74959
Asia,Afghanistan,21/04/2023,41128772,0,74959
Asia,Afghanistan,22/04/2023,41128772,0,74959
Asia,Afghanistan,23/04/2023,41128772,0,74959
Asia,Afghanistan,24/04/2023,41128772,0,74959
Asia,Afghanistan,25/04/2023,41128772,3316,78275
Asia,Afghanistan,26/04/2023,41128772,0,78275
Asia,Afghanistan,27/04/2023,41128772,0,78275
Asia,Afghanistan,28/04/2023,41128772,0,78275
Asia,Afghanistan,29/04/2023,41128772,0,78275
Asia,Afghanistan,30/04/2023,41128772,0,78275
Asia,Afghanistan,01/05/2023,41128772,0,78275
Asia,Afghanistan,02/05/2023,41128772,0,78275
Asia,Afghanistan,03/05/2023,41128772,0,78275
Asia,Afghanistan,04/05/2023,41128772,0,78275
Asia,Afghanistan,05/05/2023,41128772,0,78275
Asia,Afghanistan,06/05/2023,41128772,0,78275
Asia,Afghanistan,07/05/2023,41128772,0,78275
Asia,Afghanistan,08/05/2023,41128772,0,78275
Asia,Afghanistan,09/05/2023,41128772,0,78275
Asia,Afghanistan,10/05/2023,41128772,0,78275
Asia,Afghanistan,11/05/2023,41128772,0,78275
Asia,Afghanistan,12/05/2023,41128772,0,78275
Asia,Afghanistan,13/05/2023,41128772,0,78275
Asia,Afghanistan,14/05/2023,41128772,0,78275
Asia,Afghanistan,15/05/2023,41128772,0,78275
Asia,Afghanistan,16/05/2023,41128772,0,78275
Asia,Afghanistan,17/05/2023,41128772,0,78275
Asia,Afghanistan,18/05/2023,41128772,0,78275
Asia,Afghanistan,19/05/2023,41128772,0,78275
Asia,Afghanistan,20/05/2023,41128772,0,78275
Asia,Afghanistan,21/05/2023,41128772,0,78275
Asia,Afghanistan,22/05/2023,41128772,0,78275
Asia,Afghanistan,23/05/2023,41128772,0,78275
Asia,Afghanistan,24/05/2023,41128772,0,78275
Asia,Afghanistan,25/05/2023,41128772,0,78275
Asia,Afghanistan,26/05/2023,41128772,0,78275
Asia,Afghanistan,27/05/2023,41128772,0,78275
Asia,Afghanistan,28/05/2023,41128772,0,78275
Asia,Afghanistan,29/05/2023,41128772,0,78275
Asia,Afghanistan,30/05/2023,41128772,0,78275
Asia,Afghanistan,31/05/2023,41128772,0,78275
Asia,Afghanistan,01/06/2023,41128772,0,78275
Asia,Afghanistan,02/06/2023,41128772,0,78275
Asia,Afghanistan,03/06/2023,41128772,0,78275
Asia,Afghanistan,04/06/2023,41128772,0,78275
Asia,Afghanistan,05/06/2023,41128772,0,78275
Asia,Afghanistan,06/06/2023,41128772,0,78275
Asia,Afghanistan,07/06/2023,41128772,0,78275
Asia,Afghanistan,08/06/2023,41128772,0,78275
Asia,Afghanistan,09/06/2023,41128772,0,78275
Asia,Afghanistan,10/06/2023,41128772,0,78275
Asia,Afghanistan,11/06/2023,41128772,0,78275
Asia,Afghanistan,12/06/2023,41128772,0,78275
Asia,Afghanistan,13/06/2023,41128772,0,78275
Asia,Afghanistan,14/06/2023,41128772,0,78275
Asia,Afghanistan,15/06/2023,41128772,0,78275
Asia,Afghanistan,16/06/2023,41128772,0,78275
Asia,Afghanistan,17/06/2023,41128772,0,78275
Asia,Afghanistan,18/06/2023,41128772,0,78275
Asia,Afghanistan,19/06/2023,41128772,0,78275
Asia,Afghanistan,20/06/2023,41128772,0,78275
Asia,Afghanistan,21/06/2023,41128772,0,78275
Asia,Afghanistan,22/06/2023,41128772,0,78275
Asia,Afghanistan,23/06/2023,41128772,0,78275
Asia,Afghanistan,24/06/2023,41128772,0,78275
Asia,Afghanistan,25/06/2023,41128772,0,78275
Asia,Afghanistan,26/06/2023,41128772,0,78275
Asia,Afghanistan,27/06/2023,41128772,0,78275
Asia,Afghanistan,28/06/2023,41128772,0,78275
Asia,Afghanistan,29/06/2023,41128772,0,78275
Asia,Afghanistan,30/06/2023,41128772,0,78275
Asia,Afghanistan,01/07/2023,41128772,0,78275
Asia,Afghanistan,02/07/2023,41128772,0,78275
Asia,Afghanistan,03/07/2023,41128772,0,78275
Asia,Afghanistan,04/07/2023,41128772,0,78275
Asia,Afghanistan,05/07/2023,41128772,0,78275
Asia,Afghanistan,06/07/2023,41128772,0,78275
Asia,Afghanistan,07/07/2023,41128772,0,78275
Asia,Afghanistan,08/07/2023,41128772,0,78275
Asia,Afghanistan,09/07/2023,41128772,0,78275
Asia,Afghanistan,10/07/2023,41128772,0,78275
Asia,Afghanistan,11/07/2023,41128772,0,78275
Asia,Afghanistan,12/07/2023,41128772,0,78275
Asia,Afghanistan,13/07/2023,41128772,0,78275
Asia,Afghanistan,14/07/2023,41128772,0,78275
Asia,Afghanistan,15/07/2023,41128772,0,78275
Asia,Afghanistan,16/07/2023,41128772,0,78275
Asia,Afghanistan,17/07/2023,41128772,0,78275
Asia,Afghanistan,18/07/2023,41128772,0,78275
Asia,Afghanistan,19/07/2023,41128772,0,78275
Asia,Afghanistan,20/07/2023,41128772,0,78275
Asia,Afghanistan,21/07/2023,41128772,0,78275
Asia,Afghanistan,22/07/2023,41128772,0,78275
Asia,Afghanistan,23/07/2023,41128772,0,78275
Asia,Afghanistan,24/07/2023,41128772,0,78275
Asia,Afghanistan,25/07/2023,41128772,0,78275
Asia,Afghanistan,26/07/2023,41128772,0,78275
Asia,Afghanistan,27/07/2023,41128772,0,78275
Asia,Afghanistan,28/07/2023,41128772,0,78275
Asia,Afghanistan,29/07/2023,41128772,0,78275
Asia,Afghanistan,30/07/2023,41128772,0,78275
Asia,Afghanistan,31/07/2023,41128772,0,78275
Asia,Afghanistan,01/08/2023,41128772,0,78275
Asia,Afghanistan,02/08/2023,41128772,0,78275
Asia,Afghanistan,03/08/2023,41128772,0,78275
Asia,Afghanistan,04/08/2023,41128772,0,78275
Asia,Afghanistan,05/08/2023,41128772,0,78275
Asia,Afghanistan,06/08/2023,41128772,0,78275
Asia,Afghanistan,07/08/2023,41128772,0,78275
Asia,Afghanistan,08/08/2023,41128772,0,78275
Asia,Afghanistan,09/08/2023,41128772,0,78275
Asia,Afghanistan,10/08/2023,41128772,0,78275
Asia,Afghanistan,11/08/2023,41128772,0,78275
Asia,Afghanistan,12/08/2023,41128772,0,78275
Asia,Afghanistan,13/08/2023,41128772,0,78275
Asia,Afghanistan,14/08/2023,41128772,0,78275
Asia,Afghanistan,15/08/2023,41128772,0,78275
Asia,Afghanistan,16/08/2023,41128772,0,78275
Asia,Afghanistan,17/08/2023,41128772,0,78275
Asia,Afghanistan,18/08/2023,41128772,0,78275
Asia,Afghanistan,19/08/2023,41128772,0,78275
Asia,Afghanistan,20/08/2023,41128772,0,78275
Asia,Afghanistan,21/08/2023,41128772,0,78275
Asia,Afghanistan,22/08/2023,41128772,0,78275
Asia,Afghanistan,23/08/2023,41128772,0,78275
Asia,Afghanistan,24/08/2023,41128772,0,78275
Asia,Afghanistan,25/08/2023,41128772,0,78275
Asia,Afghanistan,26/08/2023,41128772,0,78275
Asia,Afghanistan,27/08/2023,41128772,0,78275
Asia,Afghanistan,28/08/2023,41128772,0,78275
Asia,Afghanistan,29/08/2023,41128772,0,78275
Asia,Afghanistan,30/08/2023,41128772,0,78275
Asia,Afghanistan,31/08/2023,41128772,0,78275
Asia,Afghanistan,01/09/2023,41128772,0,78275
Asia,Afghanistan,02/09/2023,41128772,0,78275
Asia,Afghanistan,03/09/2023,41128772,0,78275
Asia,Afghanistan,04/09/2023,41128772,0,78275
Asia,Afghanistan,05/09/2023,41128772,0,78275
Asia,Afghanistan,06/09/2023,41128772,0,78275
Asia,Afghanistan,07/09/2023,41128772,0,78275
Asia,Afghanistan,08/09/2023,41128772,0,78275
Asia,Afghanistan,09/09/2023,41128772,0,78275
Asia,Afghanistan,10/09/2023,41128772,0,78275
Asia,Afghanistan,11/09/2023,41128772,0,78275
Asia,Afghanistan,12/09/2023,41128772,0,78275
Asia,Afghanistan,13/09/2023,41128772,0,78275
Asia,Afghanistan,14/09/2023,41128772,0,78275
Asia,Afghanistan,15/09/2023,41128772,0,78275
Asia,Afghanistan,16/09/2023,41128772,0,78275
Asia,Afghanistan,17/09/2023,41128772,0,78275
Asia,Afghanistan,18/09/2023,41128772,0,78275
Asia,Afghanistan,19/09/2023,41128772,0,78275
Asia,Afghanistan,20/09/2023,41128772,0,78275
Asia,Afghanistan,21/09/2023,41128772,0,78275
Asia,Afghanistan,22/09/2023,41128772,0,78275
Asia,Afghanistan,23/09/2023,41128772,0,78275
Asia,Afghanistan,24/09/2023,41128772,0,78275
Asia,Afghanistan,25/09/2023,41128772,0,78275
Asia,Afghanistan,26/09/2023,41128772,0,78275
Asia,Afghanistan,27/09/2023,41128772,0,78275
Asia,Afghanistan,28/09/2023,41128772,0,78275
Asia,Afghanistan,29/09/2023,41128772,0,78275
Asia,Afghanistan,30/09/2023,41128772,0,78275
Asia,Afghanistan,01/10/2023,41128772,0,78275
Asia,Afghanistan,02/10/2023,41128772,0,78275
Asia,Afghanistan,03/10/2023,41128772,0,78275
Asia,Afghanistan,04/10/2023,41128772,0,78275
Asia,Afghanistan,05/10/2023,41128772,0,78275
Asia,Afghanistan,06/10/2023,41128772,0,78275
Asia,Afghanistan,07/10/2023,41128772,0,78275
Asia,Afghanistan,08/10/2023,41128772,0,78275
Asia,Afghanistan,09/10/2023,41128772,0,78275
Asia,Afghanistan,10/10/2023,41128772,0,78275
Asia,Afghanistan,11/10/2023,41128772,0,78275
Asia,Afghanistan,12/10/2023,41128772,0,78275
Asia,Afghanistan,13/10/2023,41128772,0,78275
Asia,Afghanistan,14/10/2023,41128772,0,78275
Asia,Afghanistan,15/10/2023,41128772,0,78275
Asia,Afghanistan,16/10/2023,41128772,0,78275
Asia,Afghanistan,17/10/2023,41128772,0,78275
Asia,Afghanistan,18/10/2023,41128772,0,78275
Asia,Afghanistan,19/10/2023,41128772,0,78275
Asia,Afghanistan,20/10/2023,41128772,0,78275
Asia,Afghanistan,21/10/2023,41128772,0,78275
Asia,Afghanistan,22/10/2023,41128772,0,78275
Asia,Afghanistan,23/10/2023,41128772,0,78275
Asia,Afghanistan,24/10/2023,41128772,0,78275
Asia,Afghanistan,25/10/2023,41128772,0,78275
Asia,Afghanistan,26/10/2023,41128772,0,78275
Asia,Afghanistan,27/10/2023,41128772,0,78275
Asia,Afghanistan,28/10/2023,41128772,0,78275
Asia,Afghanistan,29/10/2023,41128772,0,78275
Asia,Afghanistan,30/10/2023,41128772,0,78275
Asia,Afghanistan,31/10/2023,41128772,0,78275
Asia,Afghanistan,01/11/2023,41128772,0,78275
Asia,Afghanistan,02/11/2023,41128772,0,78275
Asia,Afghanistan,03/11/2023,41128772,0,78275
Asia,Afghanistan,04/11/2023,41128772,0,78275
Asia,Afghanistan,05/11/2023,41128772,0,78275
Asia,Afghanistan,06/11/2023,41128772,0,78275
Asia,Afghanistan,07/11/2023,41128772,0,78275
Asia,Afghanistan,08/11/2023,41128772,0,78275
Asia,Afghanistan,09/11/2023,41128772,0,78275
Asia,Afghanistan,10/11/2023,41128772,0,78275
Asia,Afghanistan,11/11/2023,41128772,0,78275
Asia,Afghanistan,12/11/2023,41128772,0,78275
Asia,Afghanistan,13/11/2023,41128772,0,78275
Asia,Afghanistan,14/11/2023,41128772,0,78275
Asia,Afghanistan,15/11/2023,41128772,0,78275
Asia,Afghanistan,16/11/2023,41128772,0,78275
Asia,Afghanistan,17/11/2023,41128772,0,78275
Asia,Afghanistan,18/11/2023,41128772,0,78275
Asia,Afghanistan,19/11/2023,41128772,0,78275
Asia,Afghanistan,20/11/2023,41128772,0,78275
Asia,Afghanistan,21/11/2023,41128772,0,78275
Asia,Afghanistan,22/11/2023,41128772,0,78275
Asia,Afghanistan,23/11/2023,41128772,0,78275
Asia,Afghanistan,24/11/2023,41128772,0,78275
Asia,Afghanistan,25/11/2023,41128772,0,78275
Asia,Afghanistan,26/11/2023,41128772,0,78275
Asia,Afghanistan,27/11/2023,41128772,0,78275
Asia,Afghanistan,28/11/2023,41128772,0,78275
Asia,Afghanistan,29/11/2023,41128772,0,78275
Asia,Afghanistan,30/11/2023,41128772,0,78275
Asia,Afghanistan,01/12/2023,41128772,0,78275
Asia,Afghanistan,02/12/2023,41128772,0,78275
Asia,Afghanistan,03/12/2023,41128772,0,78275
Asia,Afghanistan,04/12/2023,41128772,0,78275
Asia,Afghanistan,05/12/2023,41128772,0,78275
Asia,Afghanistan,06/12/2023,41128772,0,78275
Asia,Afghanistan,07/12/2023,41128772,0,78275
Asia,Afghanistan,08/12/2023,41128772,0,78275
Asia,Afghanistan,09/12/2023,41128772,0,78275
Asia,Afghanistan,10/12/2023,41128772,0,78275
Asia,Afghanistan,11/12/2023,41128772,0,78275
Asia,Afghanistan,12/12/2023,41128772,0,78275
Asia,Afghanistan,13/12/2023,41128772,0,78275
Asia,Afghanistan,14/12/2023,41128772,0,78275
Asia,Afghanistan,15/12/2023,41128772,0,78275
Asia,Afghanistan,16/12/2023,41128772,0,78275
Asia,Afghanistan,17/12/2023,41128772,0,78275
Asia,Afghanistan,18/12/2023,41128772,0,78275
Asia,Afghanistan,19/12/2023,41128772,0,78275
Asia,Afghanistan,20/12/2023,41128772,0,78275
Asia,Afghanistan,21/12/2023,41128772,0,78275
Asia,Afghanistan,22/12/2023,41128772,0,78275
Asia,Afghanistan,23/12/2023,41128772,0,78275
Asia,Afghanistan,24/12/2023,41128772,0,78275
Asia,Afghanistan,25/12/2023,41128772,0,78275
Asia,Afghanistan,26/12/2023,41128772,0,78275
Asia,Afghanistan,27/12/2023,41128772,0,78275
Asia,Afghanistan,28/12/2023,41128772,0,78275
Asia,Afghanistan,29/12/2023,41128772,0,78275
Asia,Afghanistan,30/12/2023,41128772,0,78275
Asia,Afghanistan,31/12/2023,41128772,0,78275
Asia,Afghanistan,01/01/2024,41128772,0,78275
Asia,Afghanistan,02/01/2024,41128772,0,78275
Asia,Afghanistan,03/01/2024,41128772,0,78275
Asia,Afghanistan,04/01/2024,41128772,0,78275
Asia,Afghanistan,05/01/2024,41128772,0,78275
Asia,Afghanistan,06/01/2024,41128772,0,78275
Asia,Afghanistan,07/01/2024,41128772,0,78275
Asia,Afghanistan,08/01/2024,41128772,0,78275
Asia,Afghanistan,09/01/2024,41128772,0,78275
Asia,Afghanistan,10/01/2024,41128772,0,78275
Asia,Afghanistan,11/01/2024,41128772,0,78275
Asia,Afghanistan,12/01/2024,41128772,0,78275
Asia,Afghanistan,13/01/2024,41128772,0,78275
Asia,Afghanistan,14/01/2024,41128772,0,78275
Asia,Afghanistan,15/01/2024,41128772,0,78275
Asia,Afghanistan,16/01/2024,41128772,0,78275
Asia,Afghanistan,17/01/2024,41128772,0,78275
Asia,Afghanistan,18/01/2024,41128772,0,78275
Asia,Afghanistan,19/01/2024,41128772,0,78275
Asia,Afghanistan,20/01/2024,41128772,0,78275
Asia,Afghanistan,21/01/2024,41128772,0,78275
Asia,Afghanistan,22/01/2024,41128772,0,78275
Asia,Afghanistan,23/01/2024,41128772,0,78275
Asia,Afghanistan,24/01/2024,41128772,0,78275
Asia,Afghanistan,25/01/2024,41128772,0,78275
Asia,Afghanistan,26/01/2024,41128772,0,78275
Asia,Afghanistan,27/01/2024,41128772,0,78275
Asia,Afghanistan,28/01/2024,41128772,0,78275
Asia,Afghanistan,29/01/2024,41128772,0,78275
Asia,Afghanistan,30/01/2024,41128772,0,78275
Asia,Afghanistan,31/01/2024,41128772,0,78275
Asia,Afghanistan,01/02/2024,41128772,0,78275
Asia,Afghanistan,02/02/2024,41128772,0,78275
Asia,Afghanistan,03/02/2024,41128772,0,78275
Asia,Afghanistan,04/02/2024,41128772,0,78275
Europe,Albania,05/01/2020,2842318,0,0
Europe,Albania,06/01/2020,2842318,0,0
Europe,Albania,07/01/2020,2842318,0,0
Europe,Albania,08/01/2020,2842318,0,0
Europe,Albania,09/01/2020,2842318,0,0
Europe,Albania,10/01/2020,2842318,0,0
Europe,Albania,11/01/2020,2842318,0,0
Europe,Albania,12/01/2020,2842318,0,0
Europe,Albania,13/01/2020,2842318,0,0
Europe,Albania,14/01/2020,2842318,0,0
Europe,Albania,15/01/2020,2842318,0,0
Europe,Albania,16/01/2020,2842318,0,0
Europe,Albania,17/01/2020,2842318,0,0
Europe,Albania,18/01/2020,2842318,0,0
Europe,Albania,19/01/2020,2842318,0,0
Europe,Albania,20/01/2020,2842318,0,0
Europe,Albania,21/01/2020,2842318,0,0
Europe,Albania,22/01/2020,2842318,0,0
Europe,Albania,23/01/2020,2842318,0,0
Europe,Albania,24/01/2020,2842318,0,0
Europe,Albania,25/01/2020,2842318,0,0
Europe,Albania,26/01/2020,2842318,0,0
Europe,Albania,27/01/2020,2842318,0,0
Europe,Albania,28/01/2020,2842318,0,0
Europe,Albania,29/01/2020,2842318,0,0
Europe,Albania,30/01/2020,2842318,0,0
Europe,Albania,31/01/2020,2842318,0,0
Europe,Albania,01/02/2020,2842318,0,0
Europe,Albania,02/02/2020,2842318,0,0
Europe,Albania,03/02/2020,2842318,0,0
Europe,Albania,04/02/2020,2842318,0,0
Europe,Albania,05/02/2020,2842318,0,0
Europe,Albania,06/02/2020,2842318,0,0
Europe,Albania,07/02/2020,2842318,0,0
Europe,Albania,08/02/2020,2842318,0,0
Europe,Albania,09/02/2020,2842318,0,0
Europe,Albania,10/02/2020,2842318,0,0
Europe,Albania,11/02/2020,2842318,0,0
Europe,Albania,12/02/2020,2842318,0,0
Europe,Albania,13/02/2020,2842318,0,0
Europe,Albania,14/02/2020,2842318,0,0
Europe,Albania,15/02/2020,2842318,0,0
Europe,Albania,16/02/2020,2842318,0,0
Europe,Albania,17/02/2020,2842318,0,0
Europe,Albania,18/02/2020,2842318,0,0
Europe,Albania,19/02/2020,2842318,0,0
Europe,Albania,20/02/2020,2842318,0,0
Europe,Albania,21/02/2020,2842318,0,0
Europe,Albania,22/02/2020,2842318,0,0
Europe,Albania,23/02/2020,2842318,0,0
Europe,Albania,24/02/2020,2842318,0,0
Europe,Albania,25/02/2020,2842318,0,0
Europe,Albania,26/02/2020,2842318,0,0
Europe,Albania,27/02/2020,2842318,0,0
Europe,Albania,28/02/2020,2842318,0,0
Europe,Albania,29/02/2020,2842318,0,0
Europe,Albania,01/03/2020,2842318,0,0
Europe,Albania,02/03/2020,2842318,0,0
Europe,Albania,03/03/2020,2842318,0,0
Europe,Albania,04/03/2020,2842318,0,0
Europe,Albania,05/03/2020,2842318,0,0
Europe,Albania,06/03/2020,2842318,0,0
Europe,Albania,07/03/2020,2842318,0,0
Europe,Albania,08/03/2020,2842318,0,0
Europe,Albania,09/03/2020,2842318,0,0
Europe,Albania,10/03/2020,2842318,0,0
Europe,Albania,11/03/2020,2842318,0,0
Europe,Albania,12/03/2020,2842318,0,0
Europe,Albania,13/03/2020,2842318,0,0
Europe,Albania,14/03/2020,2842318,0,0
Europe,Albania,15/03/2020,2842318,0,0
Europe,Albania,16/03/2020,2842318,0,0
Europe,Albania,17/03/2020,2842318,0,0
Europe,Albania,18/03/2020,2842318,0,0
Europe,Albania,19/03/2020,2842318,0,0
Europe,Albania,20/03/2020,2842318,0,0
Europe,Albania,21/03/2020,2842318,0,0
Europe,Albania,22/03/2020,2842318,0,0
Europe,Albania,23/03/2020,2842318,0,0
Europe,Albania,24/03/2020,2842318,0,0
Europe,Albania,25/03/2020,2842318,0,0
Europe,Albania,26/03/2020,2842318,0,0
Europe,Albania,27/03/2020,2842318,0,0
Europe,Albania,28/03/2020,2842318,0,0
Europe,Albania,29/03/2020,2842318,0,0
Europe,Albania,30/03/2020,2842318,0,0
Europe,Albania,31/03/2020,2842318,0,0
Europe,Albania,01/04/2020,2842318,0,0
Europe,Albania,02/04/2020,2842318,0,0
Europe,Albania,03/04/2020,2842318,0,0
